crewID,Name,birth_year,end_year
nm2367298,Natacha Cervi,,
nm0583973,Lluís Miñarro,1949,
nm0615537,Hernán Musaluppi,,
nm0016646,Guido Alberti,1909,1996
nm0134074,Marcello Cannavale,,
nm0742940,Francesco Rosi,1922,2015
nm0478431,Raffaele La Capria,1922,2022
nm0699039,Enzo Provenzale,1920,1990
nm0285451,Enzo Forcella,1921,1999
nm0763523,Lionello Santi,1918,1995
nm3347197,Shawn Harwell,,
nm0868650,Gabe Torres,,
nm2152369,Andrew Hilton,,
nm3347598,Timothy Mannion,,
nm3792880,James C. Walker,,
nm0961827,Vanessa Taylor,,
nm1196442,Jaqueline Siegel,1966,
nm1034262,David Siegel,1935,
nm1132362,Lauren Greenfield,1966,
nm2752098,Chris Butler,1974,
nm1325899,Travis Knight,1973,
nm1750312,Arianne Sutner,,
nm5860144,Charlie Booty,,
nm4141252,Lily James,1989,
nm4730073,Eloise Laurence,1999,
nm0635895,Rufus Norris,,
nm3449881,Daniel Clay,,
nm0448965,Bill Kenwright,1945,2023
nm0334695,Bret Granato,,
nm0307187,Anne Garefino,1959,
nm0013166,Frank C. Agnone II,1968,
nm0102994,Arthur Bradford,,
nm1280106,Didier Leplae,,
nm0639751,P.H. O'Brien,1971,
nm1761718,Derek Ambrosi,1975,
nm1268158,Dania Ramirez,1979,
nm5217936,Sean Kennedy,,
nm2640264,CJ Adams,2000,
nm3843467,Odeya Rush,1997,
nm0953257,Ahmet Zappa,1974,
nm0761712,Scott Sanders,,
nm0924270,Jim Whitaker,1968,
nm2967574,Matt Bondurant,,
nm2691892,Megan Ellison,1986,
nm1926948,Matt Bush,,
nm0940100,Andrew Woodall,1963,
nm0866805,Karen Tomlin,,
nm0734654,Struan Rodger,1946,
nm0755632,Liza Sadovy,,
nm0362202,Terrence Hardiman,1937,2023
nm4582541,Rodriguez,1942,2023
nm5220239,Stephen 'Sugar' Segerman,,
nm0168977,Dennis Coffey,1940,
nm0857488,Mike Theodore,,
nm0070594,Malik Bendjelloul,1977,2014
nm3402058,Craig Bartholomew Strydom,,
nm1328171,Camilla Skagerström,,
nm0493687,Rad Lazar,1968,
nm0587060,Ben Miles,1966,
nm0700059,Robert Pugh,1950,
nm0867677,Velibor Topic,1970,
nm0600439,Tanya Moodie,1972,
nm0357206,Anthony Ham,,
nm0249622,Beatie Edney,1962,
nm0322563,Robert Glenister,1960,
nm0082448,Paul Billing,1957,
nm0546159,Paul Marcus,1955,2011
nm3248237,Naomi Sunrise Filoramo,,
nm0039148,Aaron Ashmore,1979,
nm1079329,Leila Leigh,1975,
nm1443822,Stephanie Sherrin,,
nm0922755,Cody Westheimer,1979,
nm0742808,Noah Rosenthal,,
nm1995229,Alyse Ardell Spiegel,,
nm1599542,Jonathan Silberberg,,
nm1209063,Jim Young,,
nm2313103,Rebel Wilson,1980,
nm2319871,Anna Camp,1982,
nm0601337,Jason Moore,1970,
nm0134224,Kay Cannon,1974,
nm3015467,Mickey Rapkin,,
nm8166302,Rexal Ford,,
nm1232058,Marcello De Francisci,,
nm0047193,Chris Bailey,1962,
nm1444487,Tim Hauser,1961,
nm0864128,Ron Tippe,1950,2014
nm2791292,David Caspe,,
nm1500577,Jake Schreier,,
nm1755986,Christopher Ford,,
nm0083851,Sam Bisbee,,
nm3638150,Jackie Kelman Bisbee,,
nm2954597,Aryana Engineer,2001,
nm1830380,Zoe Lister-Jones,1982,
nm0512934,Hamish Linklater,1976,
nm1172478,Joel Kinnaman,1979,
nm0918078,Daryl Wein,1983,
nm1003921,Janice Williams,,
nm0687146,Jesse Plemons,1988,
nm0939943,Rachel Wood,,
nm1664042,Roman Vasyanov,1980,
nm5009883,Matt Jackson,,
nm0971956,John Lesher,,
nm4761826,Radio Silence,,
nm2015221,Calvin Lee Reeder,,
nm2721366,Lane Hughes,,
nm1417392,Adam Wingard,1982,
nm2689823,Hannah Fierman,1987,
nm2366012,Matt Bettinelli-Olpin,1978,
nm2419470,Tyler Gillett,1982,
nm2301412,Justin Martinez,,
nm1401820,Charlotte Bruus Christensen,1978,
nm5038871,Annika Wedderkopp,2004,
nm5039026,Lasse Fogelstrøm,1996,
nm2105585,Tobias Lindholm,1977,
nm0442337,Morten Kaufmann,1963,
nm0250813,Nikolaj Egelund,1968,
nm0778568,Edith Scob,1937,2019
nm0001541,Kylie Minogue,1968,
nm0547376,Martine Marignac,1946,2022
nm0699540,Albert Prévost,,
nm0863862,Maurice Tinchant,,
nm0216214,Camille Delamarre,1979,
nm1619897,Romain Lacourbas,1977,
nm0867127,Mark Tonderai,,
nm0155624,Siu-Keung Cheng,1952,
nm0155618,Sammi Cheng,1972,
nm1012515,Cherrie Ying,1983,
nm0498201,San-San Lee,1977,
nm0946883,Nai-Hoi Yau,1968,
nm1104594,Kin-Yee Au,,
nm0938967,Cacine Wong,,
nm2148132,Alain Kruger,,
nm3794614,Gaspard Proust,,
nm0823536,JoeyStarr,1967,
nm0483200,Jonathan Lambert,1973,
nm1295354,Gilles Verdiani,1966,
nm3032208,Eugénie Grandval,,
nm1643764,Michael Gentile,,
nm1267888,Todd Bryanton,,
nm1052791,Pascal Laugier,1971,
nm0006400,Scott Kennedy,,
nm1052811,Jean-Charles Levy,,
nm1360311,Clément Miserez,,
nm3150488,Douglas Booth,1992,
nm2230865,Ashley Greene,1987,
nm0018132,Lisa Azuelos,1965,
nm4351467,Kamir Aïnouz,,
nm3610886,Nans Delgado,,
nm1148321,Tish Cyrus,1967,
nm1751920,Esteban Martin,,
nm0774386,Matthias Schoenaerts,1977,
nm5014245,Armand Verdure,,
nm2072818,Céline Sallette,1980,
nm4662668,Craig Davidson,,
nm1804476,Dan Glendenning,,
nm0002490,Bob Marley,1945,1981
nm0005187,Ziggy Marley,1968,
nm0549138,Rita Marley,1946,
nm2440000,Peter Sorg,,
nm0728125,Leonard Ripps,1949,
nm0635742,Christopher Norr,,
nm1628115,Juliet Rylance,1979,
nm0710447,James Ransone,1979,
nm1803036,C. Robert Cargill,1975,
nm2271939,Brian Kavanaugh-Jones,,
nm0558349,Michael Matessino,,
nm0821981,Vince Stancarone,,
nm0001964,Rob Bottin,1959,
nm1156984,Kevin Hageman,1974,
nm0850733,Genndy Tartakovsky,1970,
nm0244110,Todd Durham,,
nm1087952,Dan Hageman,1976,
nm1212324,Chris Cassidy,,
nm0447863,Christopher Kenneally,,
nm3355021,Justin Szlasa,,
nm1831696,Bill Ryan,,
nm1808228,Brendan Ryan,,
nm0594702,Michitarô Mizushima,1912,1999
nm0654726,Shôichi Ozawa,1929,2012
nm0038951,Shinsuke Ashida,1914,1999
nm3583472,Kazuo Shimada,,
nm1087752,Kôichi Kawabe,,
nm0006516,Chris Terrio,1976,
nm5410196,Tony Mendez,1940,2019
nm2646452,Joshuah Bearman,,
nm1265913,Lisa Gunning,,
nm0862946,Seamus Tierney,,
nm1102140,Josh Radnor,1974,
nm3894454,Brice Dal Farra,,
nm3894387,Claude Dal Farra,,
nm2249828,Jesse Hara,,
nm3907323,Lauren Munsch,,
nm3457394,Ben Toth,,
nm2832695,Deborah Ann Woll,1985,
nm1980747,Aaron Harvey,1980,
nm1206701,Leticia Dolera,1981,
nm0554614,Diego Martín,1974,
nm0555140,Ismael Martínez,,
nm3856284,Àlex Monner,1995,
nm0046347,Edouard Baer,1966,
nm0302916,Guillaume Gallienne,1972,
nm1085510,Benjamin Guedj,,
nm0242295,Stephen Dunham,1964,2012
nm2397866,Matt Shively,1990,
nm3293813,Brendon Eggertsen,,
nm3002021,Steve Bowen,,
nm0629697,Rachel Nichols,1980,
nm1201058,Kerry Williamson,,
nm3290967,David Mitchell,1969,
nm4339295,Chris Lindsay,,
nm0020158,Nick Allder,1943,
nm0021775,Shadi Almassizadeh,,
nm0032450,Velvy Appleton,,
nm0047602,Kevin Baillie,1978,
nm0815541,Javier Soto,,
nm1733077,Alejandro D. Otero,,
nm2564938,Adelaide Clemens,1989,
nm3229685,Kit Harington,1986,
nm1068186,M.J. Bassett,1968,
nm3919354,Laurent Hadida,,
nm1166804,Hiroyuki Owaku,,
nm1596678,Keiichiro Toyama,,
nm1120076,Michael Yezerski,,
nm0316805,Rebecca Gibney,1964,
nm0271474,Todd Fellman,,
nm0383389,George V. Higgins,1939,1999
nm0401528,Andrew Hulme,,
nm4774039,Adam O'Brian,,
nm4725744,Bryan Gibson,,
nm1717925,Bart Layton,,
nm1857130,Dimitri Doganis,,
nm1870110,Anne Nikitin,,
nm0997014,Lynda Hall,,
nm0506802,Ben Lewin,1946,
nm0639694,Mark O'Brien,1949,1999
nm0505861,Judi Levine,,
nm3803244,Andy Cabic,,
nm0666739,Aaron Paul,1979,
nm0644406,Nick Offerman,1970,
nm1242054,James Ponsoldt,1978,
nm2226741,Susan Burke,,
nm3692021,Jennifer Cochis,,
nm1442113,Jack McBrayer,1973,
nm0601781,Rich Moore,1963,
nm1601644,Jennifer Lee,1971,
nm0915865,Jacki Weaver,1947,
nm2683048,Matthew Quick,,
nm1229204,Nadine Velazquez,1978,
nm4139037,Suraj Sharma,1993,
nm1300009,Adil Hussain,1963,
nm1674631,Yann Martel,1963,
nm0003720,David Womark,,
nm0195549,Joe D'Augustine,,
nm1087183,Cung Le,1972,
nm0238300,Howard Drossin,1965,
nm0150832,Chi-Ying Chan,,
nm3283577,Will Rogers,,
nm1850967,Kether Donohue,1985,
nm1478067,Frank Deal,,
nm4057720,Michael Wallach,,
nm2202409,Shôta Sometani,1992,
nm3049403,Fumi Nikaidô,1994,
nm1136150,Minoru Furuya,,
nm3408217,Masashi Yamazaki,,
nm2084774,Jonathan Blow,,
nm4924938,Brandon Boyer,,
nm5574661,Renaud Bédard,,
nm5141754,Anthony Carboni,1980,
nm1515795,Lisanne Pajot,,
nm2499666,James Swirsky,,
nm2702292,Jim Guthrie,,
nm1736769,Ariel Winter,1998,
nm0931898,Wade Williams,1961,
nm0646515,Jay Oliva,,
nm2744748,Klaus Janson,1952,
nm0329213,Bob Goodman,,
nm0329447,Doris Kearns Goodwin,1943,
nm1363162,Alan Canant,,
nm1443527,Rob Riggle,1970,
nm0737442,Todd Rohal,1976,
nm0932831,Larry Wilmore,1961,
nm2678125,Bettina Bresnan,1994,
nm1370044,Maria Teresa Arida,,
nm0109201,Adam Brightman,,
nm15606275,Chad Fischer,,
nm1456970,Isabel Lucas,1985,
nm0103187,Dan Bradley,,
nm0709056,Peter Ramsey,1962,
nm0077110,Nancy Bernstein,1960,2015
nm0730974,Dan Roberts,,
nm1553775,Crispian Mills,1973,
nm4577742,Chris Hopewell,,
nm1015404,Geraldine Patten,,
nm1354638,Simon Chaudoir,,
nm0906136,Todd Wagner,,
nm3916149,Zach Dean,,
nm0166953,Shelly Clippard,,
nm2655177,Caleb Landry Jones,1989,
nm4207924,William D. Johnson,,
nm0434969,John Kahrs,,
nm1312566,Kari Wahlgren,,
nm5254152,Jack Goldenberg,,
nm3727412,Jeff Turley,,
nm0715534,Kristina Reed,,
nm0511724,Lisa Linder Silver,,
nm0150921,Hui-Lou Chen,1929,
nm0508330,Li Hwa Hsu,,
nm0151870,Jung-Shu Chen,1940,2005
nm0150995,Wing-Chan Leung,,
nm11407027,Cheng-Lan Chin,,
nm2659952,Chin-Chu Chen,,
nm2601077,Ming-Chi Tang,,
nm0689696,Tom Pollock,1943,2020
nm1067289,Stephen Rebello,,
nm0056002,Alan Barnette,,
nm4233688,Chizuru Takahashi,,
nm2066439,Gorô Miyazaki,1967,
nm4234019,Tetsurô Sayama,,
nm1439632,Patrick Mullen,,
nm4091178,Yukiko Koike,,
nm0605676,Yoshiyuki Morishita,1962,
nm1238086,Takeshi Koike,1968,
nm0411002,Katsuhito Ishii,1966,
nm1371924,Yoshiki Sakurai,,
nm0902135,Alexander Von David,,
nm0490605,Ricky Lau,1949,
nm0762632,John Sham,1952,
nm0628827,Richard Ng,1939,2023
nm0156875,Charlie Chin,1948,
nm0298689,Stanley Sui-Fan Fung,1943,
nm0516314,Kin Lo,,
nm0655739,José Padilla,1889,1960
nm0107035,Jacques Brel,1929,1978
nm0219342,Charles Denner,1926,1995
nm0199188,Georges Dancigers,1908,1993
nm0594891,Alexandre Mnouchkine,1908,1993
nm0415114,André Jacquemin,1952,
nm0427580,Bill Jones,1976,
nm2461935,Jeff Simpson,,
nm1507245,Ben Timlett,,
nm0792333,David Sherlock,,
nm1756535,John Greswell,,
nm0187018,Lol Crawley,1974,
nm0922335,Samuel West,1966,
nm0042010,David Aukin,1942,
nm2460356,Dallas Sterling,,
nm0583570,Josh Meyers,1976,
nm1835153,Scott Culver,,
nm3041404,Dennis Kao,,
nm0117230,Sheri Bryant,,
nm2286969,Adam Lawson,,
nm0057106,David Barrett,,
nm4468296,Tom O'Connor,,
nm1379545,Lowell Cauffiel,1951,
nm3772853,Isaac Marion,,
nm3741451,David Sztanke,,
nm0317315,Todd Giebenhain,,
nm0431956,Eric Judor,1969,
nm1540099,Nicolas Lhermitte,,
nm1062552,Josef Lieck,,
nm3470683,Noah Lomax,2001,
nm0548335,Heidi Jo Markel,1971,
nm9846718,Annie Laks,,
nm0719444,Julene Renee,,
nm1478285,Zabryna Guevara,1972,
nm9209737,Jason Conzelman,,
nm1676193,Lee Child,1973,
nm0767894,Pilar Savone,,
nm0002706,David L. Bertman,,
nm2654829,Maude Apatow,1997,
nm2957717,Iris Apatow,2002,
nm0607403,Neil Morrissey,1962,
nm0633457,Amanda Noar,1962,
nm0000355,Anthony Daniels,1946,
nm0132392,Dirk Campbell,1948,
nm0589037,Mycal Miller,,
nm0938708,John Wolskel,1964,
nm0295199,Dean Friedman,1955,
nm0408843,Tom Ingle,,
nm0883221,André Vaillancourt,,
nm0410835,Justin Isfeld,,
nm0563884,Anndi McAfee,,
nm0011092,JoJo Adams,,
nm2011815,Norman Apstein,,
nm0205758,Sven Davison,,
nm0529142,Richard Lyons,,
nm0341191,Garett Griffin,,
nm0057623,Ghislain Barrois,,
nm4043618,Tom Holland,1996,
nm3009594,Oaklee Pendergast,2004,
nm5377442,María Belón,,
nm1428086,Belén Atienza,,
nm0098842,Alain Boublil,1941,
nm0774744,Claude-Michel Schönberg,1944,
nm0471014,Herbert Kretzmer,1925,2020
nm0492764,Frederick Lawrence,,
nm0557733,Christopher Masterson,1980,
nm0003209,Martin Kunert,1974,
nm0783751,David Semel,,
nm0011639,Lisa Addario,,
nm0843467,Joe Syracuse,1967,
nm3311695,Chase Williamson,1988,
nm2373827,Rob Mayes,1984,
nm4200139,David Wong,,
nm2038534,Brad Baruh,,
nm1034889,Andy Meyers,,
nm1228585,Roman Perez,,
nm0274704,Veronica Ferres,1965,
nm1093387,Billy Rich,,
nm0761874,Linus Sandgren,1972,
nm3032664,Amit Trivedi,1979,
nm0004437,Sridevi,1963,2018
nm0623854,Mehdi Nebbou,1971,
nm3591550,Priya Anand,1986,
nm1903006,Gauri Shinde,1974,
nm2669564,R. Balki,1964,
nm5439103,R. Damani,,
nm5439073,Rakesh Jhunjhunwala,1960,2022
nm2602251,Sunil Lulla,,
nm1844049,Takashi Komatsu,,
nm0411682,Atsushi Itô,1983,
nm1097739,Kiyohiko Shibukawa,1974,
nm1655689,Noriko Eguchi,1980,
nm0556322,Hidekazu Mashima,1976,
nm2157655,Kôtarô Isaka,,
nm2100757,Tamio Hayashi,,
nm2899952,Yasushi Udagawa,,
nm2743972,Kazuyoshi Saitô,,
nm1275259,Alexandra Daddario,1986,
nm0713389,Tania Raymonde,1988,
nm2207222,Scott Eastwood,1986,
nm2016091,Trey Songz,1984,
nm0838032,Debra Sullivan,,
nm1187454,Kirsten Elms,,
nm3263825,Will Beall,1971,
nm4624299,Paul Lieberman,,
nm1033517,Ariel Vromen,1973,
nm1337892,Morgan Land,,
nm1547715,Anthony Bruno,,
nm0857294,Jim Thebaut,,
nm0381116,Don Hertzfeldt,1976,
nm0256237,Michael Emerson,1954,
nm0060259,Shirley Bassey,1937,
nm2257147,Stevan Riley,,
nm0637901,Richard Numeroff,,
nm3570554,Lisa Haas,,
nm0956146,Susan Ziegler,,
nm3250667,Jackie Monahan,,
nm0438219,Cynthia Kaplan,,
nm2112342,Madeleine Olnek,,
nm2884474,Laura Terruso,,
nm2218177,Nat Bouman,,
nm3186586,Curtis Grout,,
nm2340360,Rebecca Conroy,,
nm3689973,Andrew Knauer,,
nm1520104,Kim Ji-yong,,
nm1541272,Amy Seimetz,1981,
nm1797014,Frank Mosley,1983,
nm2426419,Andrew Sensenig,1961,
nm1444110,Ben LeClair,,
nm1108007,David Lowery,1980,
nm2548464,Tom Walker,,
nm1687155,Tom Bradby,1967,
nm3734430,Roger Munns,,
nm0949210,Michaël Youn,1973,
nm2454487,Raphaëlle Agogué,,
nm0092362,Julien Boisselier,1970,
nm0169300,Daniel Cohen,,
nm0241489,Sidonie Dumas,1967,
nm2086105,James Duffy,,
nm1545093,Katie Holly,,
nm0276396,Magnus Fiennes,1965,
nm1888469,Lucy van Lonkhuyzen,,
nm1546686,Alice Lowe,1977,
nm0352901,Kenneth Hadley,,
nm1361530,Steve Oram,1973,
nm0203688,Eileen Davies,,
nm1812944,Jim Jefferies,1977,
nm0413250,Al Jackson,,
nm1015063,Jaime Eliezer Karas,,
nm0152401,Jay Chapman,,
nm2095082,Brenda Carlson,1977,
nm4169961,Jim Kronzer,,
nm2365361,Phil Dorling,,
nm1703853,Telmo Churro,,
nm0326937,Miguel Gomes,1972,
nm5486569,Hortêncílio Aquina,,
nm5486597,Américo Mota,,
nm0723114,Mariana Ricardo,,
nm0013611,Sandro Aguilar,1974,
nm2245654,Luís Urbano,,
nm0694874,Rui Poças,1966,
nm2993666,Bruno Duarte,,
nm1417039,Aton Soumache,,
nm0812626,Juan Solanas,1966,
nm0024887,Santiago Amigorena,1962,
nm0536421,Pierre Magny,,
nm0529563,Claude Léger,1945,2021
nm2185250,Dimitri Rassam,1981,
nm2168099,James Friend,,
nm2244239,Craig Viveiros,1986,
nm1332311,John Wrathall,,
nm2918599,Rupert Jermyn,,
nm0424359,Richard Johns,1964,
nm4080864,Victoria Wijeratne,,
nm0496441,Erwin Leder,1951,
nm0402234,Robert Hunger-Bühler,1953,
nm0704850,Silvia Ryder,,
nm0819735,Karin Springer,,
nm0439231,Gerald Kargl,1953,
nm0752960,Zbigniew Rybczynski,1949,
nm2482472,Josef Reitinger-Laska,,
nm0776573,Klaus Schulze,1947,2022
nm0851433,Jim Tauber,,
nm1202838,Noah Haidle,,
nm1087085,Jerry Eeten,,
nm2070336,Ingrid Bolsø Berdal,1980,
nm0328223,Iván González,1973,
nm2172012,Kyra Zagorsky,1976,
nm4782751,Lucy Clements,,
nm1543846,Kaare Andrews,,
nm1104993,Ernesto Díaz Espinoza,1978,
nm1053785,Molly Smith,,
nm2129444,Alice Englert,1994,
nm3721581,Kami Garcia,,
nm0831130,Margaret Stohl,,
nm2541974,Jai Courtney,1986,
nm0961727,Hugo Shong,,
nm2014390,Justin Chon,1981,
nm1947831,Jonathan Keltz,,
nm0942792,Sarah Wright,1983,
nm1130627,Cobie Smulders,1982,
nm2256017,David Lyons,1976,
nm5654942,Gage Lansky,,
nm1158179,Jeff Turner,,
nm0041003,David Attenborough,1926,
nm1769336,Chadden Hunter,,
nm2021106,Ted Giffords,,
nm0445430,Michael Kelem,,
nm1008283,Gavin Thurston,,
nm2613148,Jeff Wilson,,
nm1080418,Doug Allan,1951,
nm0854822,Joram ten Brink,,
nm1484791,Joshua Oppenheimer,1974,
nm5256112,Anonymous,,
nm2964327,Christine Cynn,,
nm4068100,Anne Köhncke,,
nm1718147,Signe Byrge Sørensen,,
nm1751251,Mariah Bonner,1986,
nm0404882,John Hyams,,
nm1586036,Doug Magnuson,,
nm0339040,Jon Greenhalgh,,
nm2117510,Cal Brunker,1978,
nm1779809,Bob Barlen,1980,
nm0419486,David Javerbaum,,
nm1041899,Christos Voudouris,,
nm3987673,Ariane Labed,1984,
nm3517546,Christos V. Konstantakopoulos,1974,
nm0940287,Sara Woodhatch,,
nm1199960,Graham Reynolds,1971,
nm1696098,Dany Garcia,1968,
nm0383653,Jeff Higinbotham,,
nm3967248,Jake Brennan,,
nm0101741,David Boyd,,
nm2000224,Peter Gvozdas,,
nm0990823,Juliane Friedrich,,
nm0778348,Katharina Schüttler,1979,
nm0230649,Justus von Dohnányi,1960,
nm0775709,Andreas Schröders,,
nm1673756,Jan-Ole Gerster,1978,
nm5840079,Cherilyn MacNeil,,
nm5840080,The Major Minors,,
nm0456859,Philipp Kirsamer,,
nm1315848,Anja Siemens,,
nm5533999,Zhengyu Lu,1983,
nm3491286,Zhang Wen,1984,
nm2348646,Huang Bo,1974,
nm3881333,Show Lo,1979,
nm0477213,Chi-Kin Kwok,,
nm3773382,Yun Wang,,
nm0008447,Gene Abel,,
nm5179652,Waad Mohammed,,
nm5179673,Reem Abdullah,,
nm5184964,Abdullrahman Al Gohani,,
nm2269188,Ahd,1980,
nm2223783,Haifaa Al-Mansour,1974,
nm1871094,Roman Paul,1968,
nm0718573,Lutz Reitemeier,1963,
nm0653025,Elfriede Ott,1925,2019
nm1588460,Andreas Kiendl,1975,
nm0509508,Gerhard Liebmann,1970,
nm3933309,Uwe Lubrich,,
nm3934472,Alfred Schwarzenberger,,
nm0480510,Ulrike Ladenbauer,,
nm0722640,Jud Conlon's Rhythmaires,,
nm0069549,Kristine Belson,1964,
nm0367286,Jane Hartwell,,
nm3769935,Luke Vanek,,
nm3303074,Mason Cook,2000,
nm2226753,Chad Kultgen,,
nm1624685,Tyler Mitchell,,
nm0336145,Jeffrey Graup,,
nm2065398,Evie Thompson,1995,
nm5460828,Nicole D'Ovidio,,
nm0303010,Bradley Gallo,,
nm4950667,Creighton Rothenberger,,
nm4951717,Katrin Benedikt,,
nm0146120,Ed Cathell III,,
nm0743463,Hugh Ross,,
nm3729721,Dylan O'Brien,1991,
nm1429380,Britt Robertson,1990,
nm1842439,Victoria Justice,1993,
nm3306943,James Frecheville,1991,
nm0528936,Jamieson Price,1961,
nm2263555,Tomoko Kotani,1968,
nm0945726,Takumi Yamazaki,1964,
nm0386380,Taichirô Hirokawa,1940,2008
nm1389919,Rie Ishizuka,,
nm0906696,Norio Wakamoto,1945,
nm0118612,John Snyder,1952,
nm0485670,Lex Lang,1965,
nm3995471,Craig Van Hook,,
nm1397579,Ben Coccio,1975,
nm2942187,Darius Marder,,
nm4113381,Natalie Simpkins,,
nm2915105,Billy Magnussen,1985,
nm1310794,Ramaa Mosley,1978,
nm3095307,Tim Macy,,
nm1645871,James Graves,,
nm0740427,Kirk Roos,1972,
nm1796057,Max Irons,1985,
nm1831976,Jake Abel,,
nm1822659,Nat Wolff,1994,
nm0005349,Gloria Reuben,1964,
nm5067996,Jean Hanff Korelitz,,
nm3994408,Jane Levy,,
nm2057036,Shiloh Fernandez,1985,
nm1793079,Fede Alvarez,1978,
nm2140186,Rodo Sayagues,,
nm0764527,Danny Sapani,1970,
nm0013878,Joe Ahearne,1963,
nm1587208,Rick Smith,1959,
nm1745743,Alice Pol,1982,
nm0686401,Robert Plagnol,,
nm1181224,Béatrice Fournera,,
nm2244980,Karl Gajdusek,1968,
nm1524317,Sizwe Msutu,,
nm3602980,Amy Sorlie,1978,
nm0159892,Ronnie Christensen,,
nm1666528,Matthew E. Chausse,,
nm0119287,Jeanette B. Milio,1964,
nm1569276,Chadwick Boseman,1976,2020
nm1165660,T.R. Knight,1973,
nm2718512,Nicole Beharie,1985,
nm2699867,Masakatsu Takagi,,
nm0594497,Aoi Miyazaki,1985,
nm4429739,Haru Kuroki,1990,
nm1391252,Haley Ramm,1992,
nm0385268,Jennifer Monroe,,
nm1290102,Gwendoline Yeo,1977,
nm0766697,Rodney Saulsberry,1956,
nm0672330,Elisa Gabrielli,,
nm0033773,Patrick Archibald,,
nm2971650,Kyoung-min Cho,,
nm1059111,Yeong-il Oh,,
nm1059046,Jeong-im Nam,1945,1992
nm1058814,Lee Soon-jae,,
nm0437634,Moon Kang,,
nm0453580,Kim Ki-duk,1934,2017
nm1059414,Yun-sung Seo,,
nm1058607,Jeong-geun Jeon,,
nm1058025,In-jib Byeon,,
nm0497699,Kwang Ho Lee,,
nm2431017,Pete Collins,,
nm0585064,Guy Michelmore,1957,
nm0851317,Fred Tatasciore,1968,
nm0937869,Matthew Wolf,1972,
nm1236653,Christopher L. Yost,1973,
nm1977378,Peter Cilella,1977,
nm3598223,Vinny Curran,,
nm1690293,Emily Montague,1984,
nm1094929,Kurt David Anderson,1977,
nm1918140,Justin Benson,1983,
nm1823264,Aaron Moorhead,1987,
nm2472482,David Lawson Jr.,1981,
nm2348378,Melissa Lyon,,
nm0999979,Kate Myers,,
nm4162662,Killian Coyle,,
nm4048991,Michael Hough,,
nm0185404,Richard Coyle,1972,
nm1229323,Jon Wright,1971,
nm3042546,Kevin Lehane,,
nm1313799,Tracy Brimm,,
nm2037687,Eduardo Levy,,
nm0552455,James Martin,,
nm0551376,William Moulton Marston,1893,1947
nm0252006,Susan Eisenberg,1964,
nm1018221,Jin Zhang,1974,
nm1802940,Jingzhi Zou,,
nm4192630,Haofeng Xu,,
nm2432604,Stefano Lentini,1974,
nm1083540,Jason Stone,1981,
nm4384917,James Weaver,,
nm1510800,Drew Pearce,1975,
nm0957197,Craig Zisk,1965,
nm0152911,Dan Chariton,,
nm0919173,Stacy Chariton,,
nm0221638,Naomi Despres,,
nm4446467,Tye Sheridan,1996,
nm5015107,Jacob Lofland,1996,
nm0099474,Chris Bould,1953,
nm0104445,Charles Brand,,
nm0245485,Craig Dwyer,,
nm0227011,James Dillon,,
nm2195156,Jay Anthony White,,
nm2220911,Michael Becker,,
nm0297143,Sheng Fu,1954,1983
nm0156891,Kuan-Chun Chi,1949,
nm2389260,Peter Bateman,,
nm1553725,Kellan Lutz,1985,
nm1736575,Aram Rappaport,,
nm2179274,Max Barry,1973,
nm2337088,Cameron Lamb,,
nm0552039,Catherine Martin,1965,
nm0583390,Tom Meyer,,
nm0541902,Aasif Mandvi,1966,
nm1942871,Nicholas Levis,,
nm2214756,Skip Lipman,,
nm2217621,Kenyon Wells,,
nm2043386,Luke Meyer,,
nm0624157,Andrew Neel,,
nm1942080,Tom Davis,,
nm1938250,Christopher Kikis,,
nm1944963,Thoma Kikis,,
nm0452795,Vakhtang Kikabidze,1938,2023
nm0594796,Frunzik Mkrtchyan,1930,1993
nm0698578,Elena Proklova,1953,
nm0678043,Anatoliy Petritskiy,1931,
nm0689895,Sergei Poluyanov,1924,1983
nm0475610,Leonid Kuravlyov,1936,2022
nm0218849,Aleksandr Demyanenko,1937,1999
nm0049069,Vladlen Bakhnov,1924,1994
nm0009119,Vitali Abramov,1936,
nm3307918,Vithaya Pansringarm,1959,
nm1446625,Gordon Brown,,
nm1178284,Lene Børglum,1961,
nm2227608,Lucas Vidal,1984,
nm0792092,Daniel Shere,1974,
nm0139432,Pete Carpenter,1914,1987
nm0083640,Len Birman,1932,2023
nm0560478,Robin Mattson,1956,
nm0390103,Rod Holcomb,1943,
nm0472711,Chester Krumholz,1923,2017
nm1504063,Wang Bing,1967,
nm1785976,Zhu Zhu,,
nm1789727,Adam Kerby,,
nm0116974,Leota Bryan,1891,
nm0445920,James T. Kelley,1854,1933
nm1394418,Michael Mortilla,,
nm0783314,Connie Sellecca,1955,
nm0619475,Ivan Nagy,1938,2015
nm0771686,Wilton Schiller,1919,2014
nm0668408,Patricia Payne,,
nm2703386,Robert Hill,,
nm0212626,Julia Deakin,1952,
nm0769442,David Schaal,1963,
nm2352780,Jennifer Lame,,
nm2316017,Mickey Sumner,1984,
nm3485845,Adam Driver,1983,
nm1652433,Michael Zegen,1979,
nm0944803,Lila Yacoub,,
nm1240085,Sam Levy,,
nm0424118,John 5,1971,
nm0680489,Jeff Daniel Phillips,,
